airplane,airname,citycode,cityname,country
BHV,巴哈瓦尔布尔机场,BHV,巴哈瓦尔布尔,巴基斯坦
PEW,白沙瓦机场,PEW,白沙瓦,巴基斯坦
PJG,本杰古尔机场,PJG,本杰古尔,巴基斯坦
BNP,本努机场,BNP,本努,巴基斯坦
BDN,伯丁机场,BDN,伯丁,巴基斯坦
PSI,伯斯尼机场,PSI,伯斯尼,巴基斯坦
DSK,德拉伊斯梅尔汉机场,DSK,德拉伊斯梅尔汉,巴基斯坦
DEA,德利加兹汗机场,DEA,德利加兹汗,巴基斯坦
LYP,费萨拉巴德机场,LYP,费萨拉巴德,巴基斯坦
GWD,瓜德尔机场,GWD,瓜德尔,巴基斯坦
CJL,吉德拉而机场,CJL,吉德拉而,巴基斯坦
GIL,吉尔吉特机场,GIL,吉尔吉特,巴基斯坦
JIW,吉沃尼机场,JIW,吉沃尼,巴基斯坦
KHI,卡拉奇机场,KHI,卡拉奇,巴基斯坦
UET,奎达机场,UET,奎达,巴基斯坦
LHE,拉合尔机场,LHE,拉合尔,巴基斯坦
RYK,拉希姆亚尔汗机场,RYK,拉希姆亚尔汗,巴基斯坦
MJD,摩亨朱达罗机场,MJD,摩亨朱达罗,巴基斯坦
MUX,木尔坦机场,MUX,木尔坦,巴基斯坦
WNS,讷瓦布沙阿机场,WNS,讷瓦布沙阿,巴基斯坦
BHC,普尔班机场,BHC,普尔班,巴基斯坦
BHW,萨戈达机场,SGI,萨戈达,巴基斯坦
KDU,斯卡都机场,KDU,斯卡都,巴基斯坦
SUL,苏机场,SUL,苏,巴基斯坦
SKZ,苏库尔机场,SKZ,苏库尔,巴基斯坦
TUK,图巴特机场,TUK,图巴特,巴基斯坦
SKT,锡亚尔科特机场,SKT,锡亚尔科特,巴基斯坦
JAG,雅各布阿巴德机场,JAG,雅各布阿巴德,巴基斯坦
ISB,伊斯兰堡机场,ISB,伊斯兰堡,巴基斯坦
ATC,阿瑟镇机场,ATC,阿瑟镇,巴哈马
SAQ,桑德罗斯机场,SAQ,安德罗斯城,巴哈马
ASD,安德罗斯镇机场,ASD,安德罗斯镇,巴哈马
TCB,宝礁机场,TCB,宝礁,巴哈马
ELH,北伊柳塞拉机场,ELH,北伊柳塞拉,巴哈马
BIM,比米尼群岛机场,BIM,比米尼群岛,巴哈马
LGI,戴得曼斯凯机场,LGI,戴得曼斯凯,巴哈马
FPO,弗里波特机场,FPO,弗里波特,巴哈马
GHB,戈韦诺港机场,GHB,戈韦诺港,巴哈马
SML,海星圣母机场,SML,海星圣母,巴哈马
CRI,克鲁克德岛机场,CRI,克鲁克德岛,巴哈马
TBI,勒湾机场,TBI,勒湾,巴哈马
RSD,罗克桑德机场,RSD,罗克桑德,巴哈马
MHH,马什港机场,MHH,马什港,巴哈马
MYG,马亚古纳机场,MYG,马亚古纳,巴哈马
MAY,曼格罗夫岛机场,MAY,曼格罗夫岛,巴哈马
NAS,拿骚国际机场,NAS,拿骚,巴哈马
TZN,南安德罗斯机场,TZN,南安德罗斯,巴哈马
GGT,伊苏马国际机场,GGT,乔治敦,巴哈马
ZSA,圣萨尔瓦多机场,ZSA,圣萨尔瓦多岛,巴哈马
AXP,斯普林波因特机场,AXP,斯普林波因特,巴哈马
IGA,英纳加机场,IGA,英纳加,巴哈马
ABW,阿包机场,ABW,阿包,巴布亚新几内亚
AFR,阿佛雷机场,AFR,阿佛雷,巴布亚新几内亚
AUP,阿格瓦机场,AUP,阿格瓦,巴布亚新几内亚
ARP,阿拉吉普机场,ARP,阿拉吉普,巴布亚新几内亚
AON,阿罗纳机场,AON,阿罗纳,巴布亚新几内亚
AOA,阿洛阿机场,AOA,阿洛阿,巴布亚新几内亚
GUR,阿洛淘机场,GUR,阿洛淘,巴布亚新几内亚
AMF,阿马里洛机场,AMF,阿马里洛,巴布亚新几内亚
AMU,阿马纳布机场,AMU,阿马纳布,巴布亚新几内亚
AEK,阿塞奇机场,AEK,阿塞奇,巴布亚新几内亚
APP,阿沙帕机场,APP,阿沙帕,巴布亚新几内亚
ABP,阿特卡姆巴机场,ABP,阿特卡姆巴,巴布亚新几内亚
AWR,阿瓦机场,AWR,阿瓦,巴布亚新几内亚
AWB,阿瓦巴机场,AWB,阿瓦巴,巴布亚新几内亚
AUI,阿乌阿岛机场,AUI,阿乌阿岛,巴布亚新几内亚
ASZ,阿西利姆机场,ASZ,阿西利姆,巴布亚新几内亚
AIH,埃阿姆巴克机场,AIH,埃阿姆巴克,巴布亚新几内亚
AIE,埃奥梅机场,AIE,埃奥梅,巴布亚新几内亚
AYU,埃尤拉机场,AYU,埃尤拉,巴布亚新几内亚
ATP,艾塔比机场,ATP,艾塔比,巴布亚新几内亚
AMG,安博因机场,AMG,安博因,巴布亚新几内亚
AUJ,安布恩提机场,AUJ,安布恩提,巴布亚新几内亚
ADC,安达孔贝机场,ADC,安达孔贝,巴布亚新几内亚
AGG,安哥拉姆机场,AGG,安哥拉姆,巴布亚新几内亚
AKG,安古干纳克机场,AKG,安古干纳克,巴布亚新几内亚
AOB,安嫩堡机场,AOB,安嫩堡,巴布亚新几内亚
CPI,奥佛镇机场,CPI,奥佛镇,巴布亚新几内亚
OSE,奥莫拉机场,OSE,奥莫拉,巴布亚新几内亚
AUV,奥默机场,AUV,奥默,巴布亚新几内亚
BAJ,新几内亚巴利机场,BAJ,巴利,巴布亚新几内亚
OPU,巴利莫机场,OPU,巴利莫,巴布亚新几内亚
BMZ,巴姆机场,BMZ,巴姆,巴布亚新几内亚
BPD,巴皮机场,BPD,巴皮,巴布亚新几内亚
BWJ,巴万机场,BWJ,巴万,巴布亚新几内亚
BAP,白巴拉机场,BAP,白巴拉,巴布亚新几内亚
VMU,拜姆鲁机场,VMU,拜姆鲁,巴布亚新几内亚
BDZ,拜因多恩机场,BDZ,拜因多恩,巴布亚新几内亚
BCP,班布机场,BCP,班布,巴布亚新几内亚
BNZ,班茨机场,BNZ,班茨,巴布亚新几内亚
BXZ,班希尔机场,BXZ,班希尔,巴布亚新几内亚
BEA,贝莱纳机场,BEA,贝莱纳,巴布亚新几内亚
BWP,贝瓦尼机场,BWP,贝瓦尼,巴布亚新几内亚
BNT,本迪机场,BNT,本迪,巴布亚新几内亚
BSP,本斯巴赫机场,BSP,本斯巴赫,巴布亚新几内亚
BPK,比安加比普机场,BPK,比安加比普,巴布亚新几内亚
BIJ,比里奥机场,BIJ,比里奥,巴布亚新几内亚
BIZ,比明机场,BIZ,比明,巴布亚新几内亚
XBN,比尼古尼机场,XBN,比尼古尼,巴布亚新几内亚
BAA,比亚拉机场,BAA,比亚拉,巴布亚新几内亚
BRP,比亚鲁机场,BRP,比亚鲁,巴布亚新几内亚
BNV,博安达机场,BNV,博安达,巴布亚新几内亚
BOV,博昂机场,BOV,博昂,巴布亚新几内亚
BNM,博迪努努机场,BNM,博迪努努,巴布亚新几内亚
BOQ,博库机场,BOQ,博库,巴布亚新几内亚
BPB,博里迪机场,BPB,博里迪,巴布亚新几内亚
BVP,博洛维普机场,BVP,博洛维普,巴布亚新几内亚
BMH,博马伊机场,BMH,博马伊,巴布亚新几内亚
BOT,博赛特机场,BOT,博赛特,巴布亚新几内亚
BUA,布卡岛机场,BUA,布卡岛,巴布亚新几内亚
BUL,布洛洛机场,BUL,布洛洛,巴布亚新几内亚
UBI,布因机场,UBI,布因,巴布亚新几内亚
DAU,达鲁机场,DAU,达鲁,巴布亚新几内亚
DER,代里姆机场,DER,代里姆,巴布亚新几内亚
DDM,多多依马机场,DDM,多多依马,巴布亚新几内亚
EMS,恩贝萨机场,EMS,恩贝萨,巴布亚新几内亚
FIN,芬夏范机场,FIN,芬夏范,巴布亚新几内亚
CVL,福格尔角机场,CVL,福格尔角,巴布亚新几内亚
GEW,盖沃亚机场,GEW,盖沃亚,巴布亚新几内亚
GKA,戈罗卡机场,GKA,戈罗卡,巴布亚新几内亚
GOE,戈纳利亚机场,GOE,戈纳利亚,巴布亚新几内亚
GVI,格林里弗机场,GVI,格林里弗,巴布亚新几内亚
HYF,海菲尔德机场,HYF,海菲尔德,巴布亚新几内亚
HKN,霍斯金斯机场,HKN,霍斯金斯,巴布亚新几内亚
KRI,基科里机场,KRI,基科里,巴布亚新几内亚
KIQ,基拉机场,KIQ,基拉,巴布亚新几内亚
UNG,基温加机场,UNG,基温加,巴布亚新几内亚
GRL,加拉萨机场,GRL,加拉萨,巴布亚新几内亚
GAR,加赖纳机场,GAR,加赖纳,巴布亚新几内亚
JAQ,杰基诺特湾机场,JAQ,杰基诺特湾,巴布亚新几内亚
KBM,卡布武姆机场,KBM,卡布武姆,巴布亚新几内亚
KUY,卡慕希机场,KUY,卡慕希,巴布亚新几内亚
KEX,卡纳比尔机场,KEX,卡纳比尔,巴布亚新几内亚
KVG,卡维恩机场,KVG,卡维恩,巴布亚新几内亚
KWO,卡维托机场,KWO,卡维托,巴布亚新几内亚
KMA,凯里曼机场,KMA,凯里曼,巴布亚新几内亚
KZF,凯因蒂巴机场,KZF,凯因蒂巴,巴布亚新几内亚
KDR,坎德利安机场,KDR,坎德利安,巴布亚新几内亚
KKD,科科达机场,KKD,科科达,巴布亚新几内亚
KOR,科科罗机场,KOR,科科罗,巴布亚新几内亚
CMU,孔迪亚瓦机场,CMU,孔迪亚瓦,巴布亚新几内亚
KGB,孔盖机场,KGB,孔盖,巴布亚新几内亚
KUQ,库利机场,KUQ,库利,巴布亚新几内亚
RBP,拉巴拉巴机场,RBP,拉巴拉巴,巴布亚新几内亚
RAB,拉包尔机场,RAB,拉包尔,巴布亚新几内亚
LAB,拉布拉布机场,LAB,拉布拉布,巴布亚新几内亚
LAE,莱城机场,LAE,莱城,巴布亚新几内亚
LNV,利赫尔岛机场,LNV,利赫尔岛,巴布亚新几内亚
LMI,卢米机场,LMI,卢米,巴布亚新几内亚
LSA,洛苏亚机场,LSA,洛苏亚,巴布亚新几内亚
MAG,马当机场,MAG,马当,巴布亚新几内亚
MWI,马拉莫尼机场,MWI,马拉莫尼,巴布亚新几内亚
MKN,马勒库拉机场,MKN,马勒库拉,巴布亚新几内亚
KMF,马米纳机场,KMF,马米纳,巴布亚新几内亚
MAS,马努斯岛机场,MAS,马努斯岛,巴布亚新几内亚
MDU,曼德机场,MDU,曼德,巴布亚新几内亚
MFO,曼谷纳机场,MFO,曼谷纳,巴布亚新几内亚
HGU,芒特哈根机场,HGU,芒特哈根,巴布亚新几内亚
MYX,芒亚姆亚机场,MYX,芒亚姆亚,巴布亚新几内亚
MIS,米西马岛机场,MIS,米西马岛,巴布亚新几内亚
MXK,明迪克机场,MXK,明迪克,巴布亚新几内亚
POM,杰克逊机场,POM,莫尔兹比港,巴布亚新几内亚
MXH,莫罗机场,MXH,莫罗,巴布亚新几内亚
ATN,纳马塔奈机场,ATN,纳马塔奈,巴布亚新几内亚
NDI,纳姆蒂机场,NDI,纳姆蒂,巴布亚新几内亚
NKN,南吉纳机场,NKN,南吉纳,巴布亚新几内亚
IIS,尼桑岛机场,IIS,尼桑岛,巴布亚新几内亚
UKU,努库机场,UKU,努库,巴布亚新几内亚
PNP,皮蓬德塔机场,PNP,皮蓬德塔,巴布亚新几内亚
PDI,平迪马机场,PDI,平迪马,巴布亚新几内亚
BRH,婆罗门机场,BRH,婆罗门,巴布亚新几内亚
PMN,普马尼机场,PMN,普马尼,巴布亚新几内亚
SFU,萨菲亚机场,SFU,萨菲亚,巴布亚新几内亚
SWG,萨特瓦格机场,SWG,萨特瓦格,巴布亚新几内亚
SDI,赛多尔机场,SDI,赛多尔,巴布亚新几内亚
SXH,瑟胡里机场,SXH,瑟胡里,巴布亚新几内亚
SAM,沙乐门机场,SAM,沙乐门,巴布亚新几内亚
TBG,塔布比尔机场,TBG,塔布比尔,巴布亚新几内亚
TAJ,塔德吉机场,TAJ,塔德吉,巴布亚新几内亚
TKB,塔卡杜机场,TKB,塔卡杜,巴布亚新几内亚
TIZ,新几内亚塔里机场,TIZ,塔里,巴布亚新几内亚
TFM,特雷佛明机场,TFM,特雷佛明,巴布亚新几内亚
TEP,特普特普机场,TEP,特普特普,巴布亚新几内亚
TDB,特塔贝蒂机场,TDB,特塔贝蒂,巴布亚新几内亚
TFI,图菲机场,TFI,图菲,巴布亚新几内亚
AGL,瓦尼盖拉机场,AGL,瓦尼盖拉,巴布亚新几内亚
VAI,瓦尼莫机场,VAI,瓦尼莫,巴布亚新几内亚
WSU,瓦苏机场,WSU,瓦苏,巴布亚新几内亚
WUG,新几内亚瓦乌机场,WUG,瓦乌,巴布亚新几内亚
WWK,威瓦克机场,WWK,威瓦克,巴布亚新几内亚
WED,韦达屋机场,WED,韦达屋,巴布亚新几内亚
VIV,维维加尼机场,VIV,维维加尼,巴布亚新几内亚
UVO,乌佛尔机场,UVO,乌佛尔,巴布亚新几内亚
HIT,西瓦罗机场,HIT,西瓦罗,巴布亚新几内亚
SMJ,锡姆机场,SMJ,锡姆,巴布亚新几内亚
KYX,亚罗麦特机场,KYX,亚罗麦特,巴布亚新几内亚
AZB,亚马逊湾机场,AZB,亚马逊湾,巴布亚新几内亚
YVD,耶瓦机场,YVD,耶瓦,巴布亚新几内亚
IHU,伊胡机场,IHU,伊胡,巴布亚新几内亚
ITK,伊托卡马机场,ITK,伊托卡马,巴布亚新几内亚
IDN,英达根机场,IDN,英达根,巴布亚新几内亚
IOP,约马机场,IOP,约马,巴布亚新几内亚
BGI,格兰特雷－亚当斯国际机场,BGI,布里奇敦,巴巴多斯岛
ABG,阿宾顿机场,ABG,阿宾顿,澳大利亚
ADL,阿德来德机场,ADL,阿德莱德,澳大利亚
ABH,阿尔法机场,ABH,阿尔法,澳大利亚
AGY,阿盖尔镇机场,AGY,阿盖尔镇,澳大利亚
AGW,阿格纽机场,AGW,阿格纽,澳大利亚
AAB,阿拉伯里机场,AAB,阿拉伯里,澳大利亚
AXC,阿拉马克机场,AXC,阿拉马克,澳大利亚
AMX,阿马鲁机场,AMX,阿马鲁,澳大利亚
AMT,阿马塔机场,AMT,阿马塔,澳大利亚
ARM,阿米代尔机场,ARM,阿米代尔,澳大利亚
ELC,埃尔科岛机场,ELC,埃尔科岛,澳大利亚
EMD,埃默拉尔德机场,EMD,埃默拉尔德,澳大利亚
EPR,埃斯佩兰斯机场,EPR,埃斯佩兰斯,澳大利亚
AYR,艾尔机场,AYR,艾尔,澳大利亚
AYQ,康内尔兰机场,AYQ,艾尔斯岩,澳大利亚
EDR,爱德华里弗机场,EDR,爱德华里弗,澳大利亚
ASP,艾丽斯斯普林斯机场,ASP,爱丽斯泉,澳大利亚
ADO,安达姆卡机场,ADO,安达姆卡,澳大利亚
AYL,安东尼拉贡机场,AYL,安东尼拉贡,澳大利亚
ANZ,安格斯镇机场,ANZ,安格斯镇,澳大利亚
ALH,奥尔巴尼机场,ALH,奥尔巴尼,澳大利亚
ABX,奥尔伯里机场,ABX,奥尔伯里,澳大利亚
AWN,奥尔顿当斯机场,AWN,奥尔顿当斯,澳大利亚
AYD,奥尔罗伊当斯机场,AYD,奥尔罗伊当斯,澳大利亚
PUG,奥古斯塔港机场,PUG,奥古斯塔港,澳大利亚
AUD,奥古斯塔斯当斯机场,AUD,奥古斯塔斯当斯,澳大利亚
OKY,奥基机场,OKY,奥基,澳大利亚
OAG,奥兰治机场,OAG,奥兰治,澳大利亚
OLP,奥林匹克旦姆机场,OLP,奥林匹克旦姆,澳大利亚
AUU,奥鲁昆机场,AUU,奥鲁昆,澳大利亚
AWP,奥斯特勒尔当斯机场,AWP,奥斯特勒尔当斯,澳大利亚
AVG,奥文机场,AVG,奥文,澳大利亚
BVW,巴达维亚当斯机场,BVW,巴达维亚当斯,澳大利亚
BDD,巴都岛机场,BDD,巴都岛,澳大利亚
BQW,巴尔戈希尔机场,BQW,巴尔戈希尔,澳大利亚
BZD,巴尔兰纳德机场,BZD,巴尔兰纳德,澳大利亚
BCI,巴卡尔丁机场,BCI,巴卡尔丁,澳大利亚
BKP,巴克利当斯机场,BKP,巴克利当斯,澳大利亚
BNK,巴利那机场,BNK,巴利纳,澳大利亚
BWB,巴罗岛机场,BWB,巴罗岛,澳大利亚
ABM,巴马加机场,ABM,巴马加,澳大利亚
BYX,巴尼亚拉机场,BYX,巴尼亚拉,澳大利亚
BQB,巴瑟尔顿机场,BQB,巴瑟尔顿,澳大利亚
BHS,拉格伦机场,BHS,巴瑟斯特,澳大利亚
BRT,巴瑟斯特岛机场,BRT,巴瑟斯特岛,澳大利亚
BSJ,拜恩斯代尔机场,BSJ,拜恩斯代尔,澳大利亚
BUY,班伯里机场,BUY,班伯里,澳大利亚
BWU,班克斯敦机场,BWU,班克斯敦,澳大利亚
BDB,邦达伯格机场,BDB,邦达伯格,澳大利亚
BDW,贝德福德当斯机场,BDW,贝德福德当斯,澳大利亚
BEU,贝杜里机场,BEU,贝杜里,澳大利亚
BXF,贝尔伯恩机场,BXF,贝尔伯恩,澳大利亚
BVZ,贝弗利斯普林斯机场,BVZ,贝弗利斯普林斯,澳大利亚
BLN,贝纳拉机场,BLN,贝纳拉,澳大利亚
BTX,贝图塔机场,BTX,贝图塔,澳大利亚
BXG,本迪戈机场,BXG,本迪戈,澳大利亚
BBE,比格贝尔机场,BBE,比格贝尔,澳大利亚
BEE,比格尔贝机场,BEE,比格尔贝,澳大利亚
BCZ,比克顿岛机场,BCZ,比克顿岛,澳大利亚
BIW,比里路那机场,BIW,比里路那,澳大利亚
BZP,比赞特机场,BZP,比赞特,澳大利亚
PTJ,波特兰机场,PTJ,波特兰,澳大利亚
BRK,伯克机场,BRK,伯克,澳大利亚
BUC,伯克顿机场,BUC,伯克顿,澳大利亚
BVI,伯兹维尔机场,BVI,伯兹维尔,澳大利亚
BWT,伯尼机场,BWT,泊尼,澳大利亚
BCK,博尔瓦拉机场,BCK,博尔瓦拉,澳大利亚
BLS,博隆机场,BLS,博隆,澳大利亚
BOX,博洛罗拉机场,BOX,博洛罗拉,澳大利亚
GIC,博伊古岛机场,GIC,博伊古岛,澳大利亚
BMP,布拉姆顿岛机场,BMP,布拉姆顿岛,澳大利亚
BKQ,布莱克尔机场,BKQ,布莱克尔,澳大利亚
BLT,布莱克沃特机场,BLT,布莱克沃特,澳大利亚
BRJ,布莱特机场,BRJ,布莱特,澳大利亚
BHT,布赖顿当斯机场,BHT,布赖顿当斯,澳大利亚
BHQ,布朗肯山机场,BHQ,布朗肯山,澳大利亚
BWQ,布雷瓦里纳机场,BWQ,布雷瓦里纳,澳大利亚
BNE,布里斯班国际机场,BNE,布里斯班,澳大利亚
BQL,布利亚机场,BQL,布利亚,澳大利亚
BIP,布林巴机场,BIP,布林巴,澳大利亚
BFC,布卢姆菲尔德机场,BFC,布卢姆菲尔德,澳大利亚
BME,布鲁姆机场,BME,布鲁姆,澳大利亚
BTD,布鲁内特当斯机场,BTD,布鲁内特当斯,澳大利亚
CTL,查理维尔机场,CTL,查理维尔,澳大利亚
DBO,达博机场,DBO,达博,澳大利亚
NLF,达恩利岛机场,NLF,达恩利岛,澳大利亚
DRW,达尔文机场,DRW,达尔文,澳大利亚
DDI,代德利姆岛机场,DDI,代德利姆岛,澳大利亚
DRB,德比机场,DRB,德比,澳大利亚
DNM,德纳姆机场,DNM,德纳姆,澳大利亚
DPO,德文波特机场,DPO,德文波特,澳大利亚
DKI,邓克岛机场,DKI,邓克岛,澳大利亚
DMD,杜马德吉机场,DMD,杜马德吉,澳大利亚
FIZ,菲茨罗伊克罗辛机场,FIZ,菲茨罗伊克罗辛,澳大利亚
GOV,戈夫机场,GOV,戈夫,澳大利亚
GLT,格拉德斯通机场,GLT,格拉德斯通,澳大利亚
GFN,格拉夫顿机场,GFN,格拉夫顿,澳大利亚
GFF,格里菲斯机场,GFF,格里菲斯,澳大利亚
GTE,格鲁特岛机场,GTE,格鲁特岛,澳大利亚
GLI,格伦因尼斯机场,GLI,格伦因尼斯,澳大利亚
HIS,海曼岛机场,HIS,海曼岛,澳大利亚
HTI,哈密尔顿岛机场,HTI,汉密尔顿岛,澳大利亚
LDH,豪勋爵岛机场,LDH,豪勋爵岛,澳大利亚
HVB,赫维湾机场,HVB,赫维湾,澳大利亚
PHE,黑德兰港机场,PHE,黑德兰港,澳大利亚
WYA,怀阿拉机场,WYA,怀阿拉,澳大利亚
ULP,皇后镇机场,ULP,皇后镇,澳大利亚
OOL,黄金海岸机场,OOL,黄金海岸,澳大利亚
HBA,霍巴特机场,HBA,霍巴特,澳大利亚
HID,霍恩岛机场,HID,霍恩岛,澳大利亚
HCQ,霍尔兹克里克机场,HCQ,霍尔斯克里克,澳大利亚
GET,杰拉尔顿机场,GET,杰拉尔顿,澳大利亚
KNS,金岛机场,KNS,金岛,澳大利亚
KGC,金斯科特机场,KGC,金斯科特,澳大利亚
KGI,卡尔古利机场,KGI,卡尔古利,澳大利亚
KTA,卡拉萨机场,KTA,卡拉特哈,澳大利亚
KRB,卡兰巴机场,KRB,卡兰巴,澳大利亚
CVQ,卡那封机场,CVQ,卡那封,澳大利亚
CNS,凯恩斯机场,CNS,凯恩斯,澳大利亚
KTR,凯瑟琳机场,KTR,凯瑟琳,澳大利亚
CBR,堪培拉机场,CBR,堪培拉,澳大利亚
CMA,坎纳马拉机场,CMA,坎纳马拉,澳大利亚
CAZ,科巴机场,CAZ,科巴,澳大利亚
CUQ,科恩机场,CUQ,科恩,澳大利亚
CFS,科夫斯港机场,CFS,科夫斯港,澳大利亚
CCK,科科斯群岛机场,CCK,科科斯群岛,澳大利亚
KWM,科瓦尼阿马机场,KWM,科瓦尼阿马,澳大利亚
CNC,可可纳特岛机场,CNC,可可纳特岛,澳大利亚
CNJ,克朗克里机场,CNJ,克朗克里,澳大利亚
KPS,肯普西机场,KPS,肯普西,澳大利亚
KUG,库宾岛机场,KUG,库宾岛,澳大利亚
CPD,库伯佩迪机场,CPD,库伯佩迪,澳大利亚
CTN,库克敦机场,CTN,库克敦,澳大利亚
OOM,库马机场,OOM,库马,澳大利亚
CNB,库南布尔机场,CNB,库南布尔,澳大利亚
KNX,库努纳拉机场,KNX,库努纳拉,澳大利亚
LVO,拉弗顿机场,LVO,拉弗顿,澳大利亚
RAM,拉明吉宁机场,RAM,拉明吉宁,澳大利亚
LEL,莱克埃委拉机场,LEL,莱克埃委拉,澳大利亚
LHG,莱特宁岭机场,LHG,莱特宁岭,澳大利亚
LRE,朗里奇机场,LRE,朗里奇,澳大利亚
LST,朗塞斯顿机场,LST,朗塞斯顿,澳大利亚
RCM,里士满机场,RCM,里士满,澳大利亚
LNO,利奥诺拉机场,LNO,利奥诺拉,澳大利亚
LEA,利尔蒙斯机场,LEA,利尔蒙斯,澳大利亚
LSY,利斯莫尔机场,LSY,利斯莫尔,澳大利亚
LZR,利泽德岛机场,LZR,利泽德岛,澳大利亚
PLO,林肯港机场,PLO,林肯港,澳大利亚
LER,伦斯特机场,LER,伦斯特,澳大利亚
ROK,罗克汉普顿机场,ROK,罗克汉普顿,澳大利亚
RMA,罗马机场,RMA,罗马,澳大利亚
IRG,洛克哈特机场,IRG,洛克哈特,澳大利亚
UBB,马布亚格岛机场,UBB,马布亚格岛,澳大利亚
MBH,马里伯勒机场,MBH,马里柏勒,澳大利亚
MNG,马宁里达机场,MNG,马宁里达,澳大利亚
DGE,马奇机场,DGE,马奇,澳大利亚
MKY,麦凯机场,MKY,麦凯,澳大利亚
MCV,麦克阿瑟河机场,MCV,麦克阿瑟河,澳大利亚
PQQ,麦夸里港机场,PQQ,麦夸里港,澳大利亚
ISA,芒特艾萨机场,ISA,芒特艾萨,澳大利亚
MGB,芒特甘比尔机场,MGB,芒特甘比尔,澳大利亚
MHU,芒特哈得翰机场,MHU,芒特哈得翰,澳大利亚
MMG,芒特马格尼特机场,MMG,芒特马格尼特,澳大利亚
MJK,蒙奇迈亚机场,MJK,蒙奇迈亚,澳大利亚
MQL,米尔迪拉机场,MQL,米尔迪拉,澳大利亚
MKR,米卡萨拉机场,MKR,米卡萨拉,澳大利亚
MGT,米林金比机场,MGT,米林金比,澳大利亚
MRZ,莫里机场,MRZ,莫里,澳大利亚
MYA,摩拉雅机场,MYA,莫鲁亚,澳大利亚
ONG,莫宁顿机场,ONG,莫宁顿,澳大利亚
MEB,艾森顿机场,MEL,墨尔本,澳大利亚
AVV,阿瓦伦机场,MEL,墨尔本,澳大利亚
MEL,图拉曼里国际机场,MEL,墨尔本,澳大利亚
MYI,默里岛机场,MYI,默里岛,澳大利亚
MIM,默里姆布拉机场,MIM,默里姆布拉,澳大利亚
NAA,纳拉布里机场,NAA,纳拉布里,澳大利亚
NRA,纳兰德拉机场,NRA,纳兰德拉,澳大利亚
NUB,纳姆布瓦尔机场,NUB,纳姆布瓦尔,澳大利亚
SOI,南莫尔岛机场,SOI,南莫尔岛,澳大利亚
NTL,威廉姆敦机场,NTL,纽卡斯尔,澳大利亚
ZNE,纽曼机场,ZNE,纽曼,澳大利亚
NLK,诺福克岛机场,NLK,诺福克岛,澳大利亚
NTN,诺曼顿机场,NTN,诺曼顿,澳大利亚
PKE,帕克斯机场,PKE,帕克斯,澳大利亚
PBO,帕拉布尔杜机场,PBO,帕拉布尔杜,澳大利亚
PER,珀斯机场,PER,珀斯,澳大利亚
PPP,普罗瑟派恩机场,PPP,普罗瑟派恩,澳大利亚
LLG,奇拉戈机场,LLG,奇拉戈,澳大利亚
CED,塞杜纳机场,CED,塞杜纳,澳大利亚
SBR,赛巴伊岛机场,SBR,赛巴伊岛,澳大利亚
THG,桑古尔机场,THG,桑古尔,澳大利亚
XCH,圣诞岛机场,XCH,圣诞岛,澳大利亚
SGO,圣乔治机场,SGO,圣乔治,澳大利亚
JHQ,舒特港机场,JHQ,舒特港,澳大利亚
SYU,苏岛机场,SYU,苏岛,澳大利亚
XTG,塔郭敏达机场,XTG,塔郭敏达,澳大利亚
TRO,澳大利亚塔里机场,TRO,塔里,澳大利亚
TMW,塔姆沃恩机场,TMW,塔姆沃恩,澳大利亚
TPR,汤姆派斯机场,TPR,汤姆派斯,澳大利亚
TSV,汤斯维尔机场,TSV,汤斯维尔,澳大利亚
TCA,滕南特克里克机场,TCA,滕南特克里克,澳大利亚
TWB,图文巴机场,TWB,图文巴,澳大利亚
WUN,韦路纳机场,WUN,韦路纳,澳大利亚
WEI,韦帕机场,WEI,韦帕,澳大利亚
WIN,温顿机场,WIN,温顿,澳大利亚
WNR,温多拉机场,WNR,温多拉,澳大利亚
WGE,沃格特机场,WGE,沃格特,澳大利亚
WGA,沃加沃加机场,WGA,沃加沃加,澳大利亚
SYD,悉尼机场,SYD,悉尼,澳大利亚
TIS,星期四岛机场,TIS,星期四岛,澳大利亚
HGD,休恩登机场,HGD,休恩登,澳大利亚
ARY,亚拉腊机场,ARY,亚拉腊,澳大利亚
AXL,澳大利亚亚历山德里亚机场,AXL,亚历山德里亚,澳大利亚
MCY,马鲁奇多机场,MCY,阳光海岸,澳大利亚
IVR,因佛雷尔机场,IVR,因弗雷尔,澳大利亚
OKR,约克岛机场,OKR,约克岛,澳大利亚
